MSZoning,LotArea,LandContour,LotConfig,Neighborhood,BldgType,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice
RL,8973,Lvl,Inside,NAmes,1Fam,5,1958,1991,Gable,CompShg,Plywood,Plywood,85.0,3,CBlock,413,1008,GasA,1,1053,0,0,1,1,5,6,0,750,2,0,80,150000
RL,14200,Lvl,Corner,NAmes,1Fam,7,1966,1966,Gable,CompShg,MetalSd,MetalSd,309.0,3,CBlock,479,924,GasA,1,1216,941,0,2,1,4,8,2,487,2,105,66,226000
RL,12224,Lvl,Corner,Gilbert,1Fam,6,2000,2000,Gable,CompShg,VinylSd,VinylSd,40.0,4,PConc,297,992,GasA,1,1022,1032,1,2,1,4,7,1,390,2,24,48,244000
RL,7388,Lvl,Corner,NAmes,1Fam,5,1959,2002,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,658,1063,GasA,1,1327,0,1,1,0,4,7,0,624,2,0,0,150750
RL,6853,Lvl,Inside,Timber,1Fam,8,2001,2002,Gable,CompShg,VinylSd,VinylSd,136.0,4,PConc,262,1267,GasA,1,1296,0,1,2,0,4,6,0,471,2,192,25,220000
RL,10335,Lvl,Inside,Sawyer,1Fam,5,1968,1993,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,891,1461,GasA,1,1721,0,0,2,1,3,7,1,440,2,0,96,180000
RL,10400,Lvl,Inside,NWAmes,1Fam,7,1970,1970,Hip,CompShg,Plywood,Plywood,288.0,3,PConc,1304,1304,GasA,1,1682,0,0,2,0,3,7,1,530,2,98,0,174000
RL,10355,Lvl,Corner,NAmes,1Fam,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,196.0,3,CBlock,519,1214,GasA,1,1214,0,0,2,0,3,5,1,318,2,0,111,143000
RL,11070,Lvl,Inside,Mitchel,Duplex,7,1988,1989,Gable,CompShg,VinylSd,VinylSd,70.0,3,CBlock,1907,1907,GasA,1,1959,0,0,3,0,3,9,0,766,2,0,0,171000
RL,9066,Lvl,Inside,CollgCr,1Fam,8,1999,2000,Gable,CompShg,VinylSd,VinylSd,320.0,4,PConc,336,1004,GasA,1,1004,848,0,2,1,4,7,2,660,2,224,106,230000
RL,15426,Lvl,Inside,CollgCr,1Fam,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,107,928,GasA,1,928,836,1,2,1,4,7,0,470,2,276,99,231500
RL,10500,Lvl,FR2,NAmes,1Fam,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,432,864,GasA,1,864,0,0,1,0,3,5,1,0,2,0,0,115000
RL,11645,Lvl,Inside,CollgCr,1Fam,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,434,1734,GasA,1,1734,0,1,2,0,4,7,0,660,2,160,24,260000
RL,8520,Lvl,Corner,NAmes,1Fam,5,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,0.0,3,CBlock,403,910,GasA,1,910,475,0,2,0,3,6,0,720,2,0,0,166000
RL,10335,Lvl,Inside,CollgCr,1Fam,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,183.0,4,PConc,811,1490,GasA,1,1501,0,1,2,0,4,6,0,577,2,144,29,204000
RM,9100,Lvl,Inside,Sawyer,Duplex,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,336.0,3,CBlock,396,1728,GasA,1,1728,0,1,2,0,3,10,0,504,2,0,0,125000
RM,2522,Lvl,Inside,Edwards,Twnhs,6,2004,2006,Gable,CompShg,VinylSd,VinylSd,50.0,4,PConc,970,970,GasA,1,970,739,0,2,0,4,7,0,380,2,0,40,130000
RM,6120,Lvl,Corner,BrkSide,1Fam,5,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,506,715,GasA,1,875,0,1,1,0,3,5,0,180,2,48,0,105000
RL,9505,Lvl,CulDSac,Gilbert,1Fam,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,180.0,4,PConc,884,884,GasA,1,884,1151,0,2,1,4,8,1,434,2,144,48,222500
RL,7500,Lvl,Inside,SawyerW,1Fam,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,120.0,3,PConc,400,1080,GasA,1,1080,0,1,1,0,4,6,0,0,2,0,0,141000
RM,6240,Lvl,Inside,BrkSide,1Fam,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,896,896,GasA,1,896,448,0,1,0,3,7,0,240,2,200,114,115000
RL,10356,Lvl,Corner,CollgCr,1Fam,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,253,969,GasA,1,969,0,0,1,1,3,5,0,440,2,0,0,122000
RL,13891,Lvl,Inside,NridgHt,1Fam,8,2007,2008,Hip,CompShg,VinylSd,VinylSd,436.0,4,PConc,310,1710,GasA,1,1710,0,1,2,0,4,6,1,866,2,0,102,372402
RL,14803,Lvl,CulDSac,NWAmes,1Fam,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,252.0,3,CBlock,409,825,GasA,1,1097,896,0,2,1,3,8,1,495,2,0,66,190000
RL,13500,Lvl,Inside,ClearCr,1Fam,6,1960,1975,Flat,CompShg,BrkFace,Plywood,0.0,3,CBlock,93,1602,GasA,1,1252,0,1,1,0,3,4,1,564,2,409,0,235000
RM,11340,Lvl,Corner,OldTown,1Fam,6,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,1200,1200,GasA,1,1200,0,0,1,0,3,7,0,312,2,0,0,125000
RL,9600,Lvl,Corner,Edwards,1Fam,6,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,572,572,Grav,0,572,524,0,1,0,3,5,0,0,0,0,8,79000
RL,7200,Lvl,Inside,NAmes,1Fam,5,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,0,0,GasA,1,1040,0,0,1,0,3,5,0,625,2,0,0,109500
RL,12003,Lvl,Corner,Timber,1Fam,8,2009,2010,Gable,CompShg,VinylSd,VinylSd,84.0,4,PConc,774,774,GasA,1,774,1194,0,2,1,5,8,1,680,2,0,75,269500
FV,12552,Lvl,Corner,Somerst,1Fam,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,769,991,GasA,1,991,956,0,2,1,4,8,1,678,2,0,136,254900
RL,19378,HLS,Corner,Gilbert,1Fam,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,456.0,4,PConc,1335,1392,GasA,1,1392,1070,1,2,1,4,9,1,576,2,239,132,320000
RL,11120,Lvl,CulDSac,Veenker,1Fam,6,1984,1984,Gable,CompShg,Plywood,Plywood,0.0,3,PConc,572,1232,GasA,1,1232,0,0,2,0,3,6,0,516,2,0,0,162500
RL,13688,Lvl,Inside,NridgHt,1Fam,9,2003,2004,Gable,CompShg,VinylSd,VinylSd,664.0,4,PConc,556,1572,GasA,1,1572,1096,1,2,1,5,10,2,726,2,400,0,412500
RL,12182,Lvl,Corner,NridgHt,1Fam,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,226.0,4,PConc,340,1541,GasA,1,1541,0,0,2,0,4,7,1,532,2,0,70,220000
RL,5500,Lvl,Inside,OldTown,1Fam,4,1956,1956,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,882,882,GasA,1,882,0,0,1,0,3,4,0,0,2,0,0,103200
RM,5400,Lvl,Corner,OldTown,1Fam,6,1926,2004,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,779,1149,GasA,1,1149,467,0,2,0,4,5,0,216,2,0,0,152000
RL,10106,Lvl,Inside,Edwards,2fmCon,5,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,112,644,GasA,1,808,547,1,2,0,3,6,0,0,2,140,0,127500
RL,10708,Lvl,Inside,ClearCr,1Fam,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,4,CBlock,470,1617,GasA,1,1867,0,1,1,0,3,7,3,303,2,476,0,190000
RL,10562,Lvl,Inside,NridgHt,1Fam,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,300.0,4,PConc,294,1582,GasA,1,1610,551,1,1,1,5,8,1,789,2,178,120,325624
RL,8244,Lvl,Inside,Gilbert,1Fam,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,840,840,GasA,1,840,880,0,2,1,4,7,1,440,2,100,48,183500
RL,16669,Lvl,Corner,Timber,1Fam,8,1981,1981,Hip,WdShake,Plywood,Plywood,653.0,4,CBlock,1686,1686,GasA,1,1707,0,0,2,1,3,6,1,511,2,574,64,228000
RM,12358,Lvl,Inside,OldTown,1Fam,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,360,720,GasA,1,854,0,0,1,1,3,7,0,660,2,237,0,128500
RL,31770,Lvl,Corner,NAmes,1Fam,6,1960,1960,Hip,CompShg,BrkFace,Plywood,112.0,3,CBlock,441,1080,GasA,1,1656,0,1,1,0,3,7,2,528,1,210,62,215000
RL,5306,Lvl,Inside,StoneBr,TwnhsE,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,0.0,4,PConc,354,1064,GasA,1,1064,703,1,2,0,4,5,1,504,2,441,35,239000
RL,10197,Lvl,Inside,NAmes,1Fam,6,1961,1961,Gable,CompShg,WdShing,Wd Shng,491.0,3,CBlock,700,1362,GasA,1,1362,0,1,1,1,3,6,1,504,2,0,20,163000
RL,12416,Lvl,Inside,Timber,1Fam,6,1986,1986,Gable,CompShg,VinylSd,Plywood,132.0,3,CBlock,0,1606,GasA,1,1651,0,1,2,0,3,7,1,616,2,192,0,184000
RL,12615,Lvl,Corner,Edwards,1Fam,6,1950,2001,Gable,CompShg,WdShing,Wd Shng,0.0,3,CBlock,725,1202,GasA,1,2158,0,1,2,0,4,7,1,576,2,0,29,243000
RL,10029,Lvl,Corner,ClearCr,1Fam,6,1988,1989,Gable,CompShg,Plywood,Plywood,268.0,4,PConc,320,1151,GasA,1,1164,896,0,2,1,3,8,1,521,2,0,228,211000
RL,13650,Lvl,Inside,Sawyer,1Fam,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,0.0,4,CBlock,554,1052,GasA,1,1252,668,1,2,0,4,8,1,451,2,0,0,172500
RL,17423,Lvl,CulDSac,StoneBr,1Fam,9,2008,2009,Hip,CompShg,VinylSd,VinylSd,748.0,5,PConc,312,2216,GasA,1,2234,0,1,2,0,5,9,1,1166,2,0,60,501837
RM,8520,Lvl,Inside,OldTown,1Fam,5,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,CBlock,968,968,GasA,1,968,0,0,1,0,3,5,0,480,0,0,0,100000
FV,2117,Lvl,Inside,Somerst,Twnhs,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,456.0,4,PConc,320,756,GasA,1,769,756,0,2,1,4,5,1,440,2,0,0,177000
RL,7588,Lvl,Inside,Crawfor,1Fam,7,1920,1950,Gable,CompShg,Stucco,Stucco,0.0,3,BrkTil,441,793,GasA,1,901,901,0,1,1,3,9,1,216,2,0,0,200100
RL,9060,Lvl,Inside,Edwards,1Fam,5,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,98.0,3,PConc,0,0,GasA,1,1340,0,0,1,0,3,7,1,252,2,116,0,120000
RM,11426,Lvl,Inside,OldTown,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,1362,1362,GasA,1,1362,720,0,2,1,4,6,0,484,0,280,238,200000
RL,7438,Lvl,Inside,BrkSide,1Fam,5,1908,1991,Gable,CompShg,AsbShng,Plywood,0.0,3,PConc,504,504,GasA,1,936,316,0,1,0,3,5,0,576,2,104,0,127000
RM,22950,Lvl,Inside,OldTown,1Fam,10,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,0.0,4,BrkTil,1107,1107,GasA,1,1518,1518,0,2,1,5,12,2,840,2,0,260,475000
RL,9947,Lvl,CulDSac,Mitchel,1Fam,7,1990,1991,Gable,CompShg,HdBoard,HdBoard,0.0,3,PConc,577,1188,GasA,1,1217,0,1,2,0,4,6,0,497,2,168,27,173000
RL,10410,Lvl,Inside,OldTown,1Fam,5,1916,1987,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,660,660,GasA,1,808,704,0,2,1,3,8,0,180,0,0,0,135000
RL,7018,Bnk,Inside,SawyerW,Duplex,5,1979,1979,Gable,CompShg,Plywood,Plywood,275.0,3,CBlock,0,1086,GasA,1,1224,0,2,0,2,3,6,2,528,2,120,0,153337
RL,4923,Lvl,Inside,StoneBr,TwnhsE,8,2001,2002,Gable,CompShg,CemntBd,CmentBd,0.0,4,PConc,440,1593,GasA,1,1593,0,1,1,1,5,5,1,682,2,0,120,286000
RL,10570,Bnk,Inside,Crawfor,1Fam,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,0.0,4,CBlock,556,853,GasA,1,1549,1178,0,2,1,4,10,2,440,2,0,74,315000
RL,7472,Lvl,CulDSac,NAmes,1Fam,7,1972,2004,Gable,CompShg,HdBoard,HdBoard,138.0,3,CBlock,99,725,GasA,1,725,754,1,1,1,4,7,0,484,2,0,32,184000
RL,9017,Lvl,Inside,CollgCr,1Fam,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,871,1431,GasA,1,1431,0,1,2,0,4,6,0,666,2,0,35,192000
RM,2522,Lvl,Inside,Edwards,Twnhs,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,50.0,4,PConc,970,970,GasA,1,970,739,0,2,0,4,7,0,380,2,0,40,130000
RL,7180,Lvl,Inside,CollgCr,1Fam,5,1972,1972,Hip,CompShg,HdBoard,HdBoard,0.0,3,CBlock,474,864,GasA,1,864,0,0,1,0,3,5,0,352,2,0,0,127000
RL,2280,Lvl,FR2,NPkVill,Twnhs,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,0.0,3,CBlock,289,855,GasA,1,855,601,0,2,1,3,7,1,440,2,87,0,148500
RL,9416,Lvl,Inside,Somerst,1Fam,7,2007,2007,Hip,CompShg,CemntBd,CmentBd,205.0,5,PConc,600,1726,GasA,1,1726,0,1,2,0,5,8,1,786,2,171,138,311872
RL,25419,Lvl,Corner,NAmes,1Fam,8,1918,1990,Gable,CompShg,Stucco,Stucco,0.0,4,PConc,140,1360,GasA,1,1360,1360,1,2,0,4,8,1,795,2,0,16,235000
RM,5520,Lvl,Corner,OldTown,1Fam,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,755,755,GasA,1,929,929,0,1,0,3,8,0,0,2,0,198,104000
RL,9591,Lvl,Inside,NridgHt,1Fam,8,2004,2005,Hip,CompShg,VinylSd,VinylSd,262.0,4,PConc,625,1713,GasA,1,1713,0,1,2,0,5,7,1,856,2,0,26,274900
RM,8546,Lvl,Corner,Edwards,1Fam,4,2003,2004,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,1121,1121,GasA,1,1121,0,0,2,0,3,5,0,440,2,132,64,140000
RL,10125,Lvl,Inside,Mitchel,1Fam,6,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,276,1196,GasA,1,1279,0,0,2,0,3,6,2,473,2,238,83,171500
RL,7000,Lvl,Corner,OldTown,1Fam,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,0,617,GasA,1,865,445,0,2,0,3,6,0,398,2,0,0,112000
RM,4438,Lvl,Inside,CollgCr,TwnhsE,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,205.0,4,PConc,186,848,GasA,1,848,0,1,1,0,4,3,1,420,2,149,0,149000
RM,3500,Lvl,Inside,OldTown,1Fam,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,0.0,3,CBlock,408,720,GasA,1,720,564,0,1,1,3,5,0,240,2,0,35,110000
RL,11851,Lvl,Corner,Gilbert,1Fam,7,1990,1990,Gable,CompShg,HdBoard,HdBoard,0.0,3,PConc,1424,1424,GasA,1,1442,0,0,2,0,3,5,0,500,2,0,34,180500
RL,13673,Lvl,CulDSac,Sawyer,1Fam,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,1140,1140,GasA,1,1696,0,0,1,1,3,8,1,349,2,0,30,143900
RL,12493,Lvl,Inside,NAmes,1Fam,4,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,PConc,375,1100,GasA,1,1100,0,1,1,0,3,6,1,312,2,355,0,141000
RL,14364,Low,Inside,SawyerW,1Fam,7,1988,1989,Gable,CompShg,Plywood,Plywood,128.0,4,CBlock,92,1157,GasA,1,1180,882,1,2,1,3,7,1,454,2,60,55,277000
RL,8250,Lvl,Inside,NAmes,1Fam,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,260.0,3,CBlock,305,1092,GasA,1,1092,0,1,1,0,3,6,0,504,2,0,0,145000
RL,5604,Lvl,Inside,Edwards,1Fam,5,1925,1950,Gable,CompShg,Stucco,Stucco,0.0,3,CBlock,396,864,GasA,0,864,0,1,1,0,3,5,0,0,2,0,0,98000
RL,10420,Lvl,Corner,Edwards,1Fam,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,1176,1212,GasA,1,1212,0,0,2,0,4,6,0,460,2,100,22,186000
FV,8640,Lvl,Inside,Somerst,1Fam,7,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,78,900,GasA,1,932,920,1,2,1,4,7,1,644,2,168,108,252678
RL,13568,Lvl,CulDSac,CollgCr,1Fam,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,274,990,GasA,1,990,0,0,1,0,3,5,0,576,2,224,0,156000
RL,10900,Lvl,FR2,CollgCr,1Fam,6,1977,1977,Gable,CompShg,HdBoard,HdBoard,153.0,3,CBlock,311,689,GasA,1,689,703,0,1,1,3,6,0,299,2,0,36,161750
RL,10011,Lvl,Inside,NAmes,1Fam,5,1957,1996,Gable,CompShg,HdBoard,HdBoard,64.0,3,CBlock,710,1070,GasA,1,1236,0,0,1,0,4,6,1,447,2,0,0,134450
RL,8450,Lvl,Inside,CollgCr,1Fam,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,266.0,4,PConc,490,1436,GasA,1,1436,0,1,2,0,4,8,0,484,2,139,98,210000
RM,9906,Lvl,Inside,OldTown,1Fam,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,686,686,GasA,0,810,518,0,1,0,3,8,0,210,2,0,172,107000
RL,15660,Lvl,Corner,Crawfor,1Fam,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,312.0,4,CBlock,457,798,GasA,1,1137,817,0,1,1,4,8,2,431,2,0,119,311500
RL,3010,Lvl,Inside,Blmngtn,TwnhsE,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,16.0,4,PConc,1232,1248,GasA,1,1248,0,0,2,0,4,5,0,438,2,108,0,167240
RL,8990,Lvl,Inside,CollgCr,1Fam,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1498,1498,GasA,1,1498,0,0,2,0,4,5,0,675,2,351,33,204900
RL,8068,Lvl,Inside,Gilbert,1Fam,6,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1010,1010,GasA,1,1010,1257,0,2,1,4,8,1,390,2,120,46,200000
RL,11475,Lvl,Inside,NWAmes,1Fam,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,163,713,GasA,1,811,741,1,2,1,3,6,1,434,2,209,208,179900
RL,10500,Lvl,FR2,NAmes,1Fam,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,160,864,GasA,1,864,0,0,1,0,3,4,0,576,2,216,0,97000
RL,13472,Lvl,Inside,NridgHt,1Fam,10,2003,2003,Hip,CompShg,VinylSd,VinylSd,922.0,5,PConc,2336,2392,GasA,1,2392,0,0,2,0,5,8,1,968,2,248,105,386250
RM,1680,Lvl,Inside,BrDale,Twnhs,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,142.0,3,CBlock,630,630,GasA,1,630,672,0,2,1,3,6,0,280,2,0,0,112000
RL,9950,Lvl,Inside,NoRidge,1Fam,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,290.0,4,PConc,638,1203,GasA,1,1214,1306,0,2,1,4,9,1,721,2,224,114,290000
RM,1869,Lvl,Inside,BrDale,Twnhs,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,127.0,3,CBlock,162,483,GasA,1,483,504,0,1,1,3,5,0,280,2,0,0,106000
RL,8521,Lvl,FR2,Sawyer,1Fam,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,70,912,GasA,1,912,0,0,1,0,3,5,1,336,2,0,0,125000
RL,3182,Lvl,Inside,Blmngtn,TwnhsE,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,16.0,4,PConc,1357,1373,GasA,1,1555,0,0,2,0,4,7,1,430,2,143,20,192500
RL,8760,Lvl,Inside,NAmes,1Fam,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,220.0,3,CBlock,1194,1194,GasA,1,1194,0,1,1,0,3,6,0,312,2,0,0,148000
RL,15138,Lvl,Inside,NoRidge,1Fam,8,1995,1996,Gable,CompShg,VinylSd,VinylSd,506.0,4,PConc,773,1462,GasA,1,1490,1304,1,2,1,5,9,1,810,2,0,146,403000
RM,1680,Lvl,Inside,BrDale,Twnhs,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,297.0,3,CBlock,483,483,GasA,1,483,504,0,1,1,3,5,1,288,2,0,0,94500
RL,10650,Lvl,Corner,CollgCr,1Fam,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,0,894,GasA,1,894,0,1,1,0,3,5,0,308,2,365,0,128200
RM,1680,Lvl,Inside,BrDale,TwnhsE,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,604.0,3,CBlock,125,483,GasA,1,483,504,0,1,1,3,5,0,264,2,0,0,89500
RL,8773,Lvl,FR2,CollgCr,1Fam,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,98.0,4,PConc,1390,1414,GasA,1,1414,0,0,2,0,4,6,0,494,2,132,105,185500
RL,9453,Lvl,CulDSac,SawyerW,1Fam,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,0.0,4,PConc,594,996,GasA,1,1014,730,0,2,1,4,7,0,457,2,370,70,194500
RL,12030,Lvl,Inside,NridgHt,1Fam,8,2007,2007,Hip,CompShg,VinylSd,VinylSd,254.0,5,PConc,1694,1694,GasA,1,1694,0,0,2,0,4,7,0,818,2,168,228,318000
RL,8741,Lvl,Inside,Edwards,1Fam,6,1945,1950,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,641,735,GasA,1,798,689,0,1,1,3,7,1,220,2,0,140,113000
FV,9000,Lvl,Inside,Somerst,1Fam,8,2008,2008,Gable,CompShg,VinylSd,VinylSd,36.0,4,PConc,488,1566,GasA,1,1566,0,1,2,0,4,7,0,750,2,144,168,262500
RM,3880,Lvl,Inside,OldTown,1Fam,5,1945,1997,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,357,686,GasA,1,866,0,0,1,0,4,4,0,0,2,58,42,110500
RM,5000,Lvl,Corner,OldTown,1Fam,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,540,540,GasA,0,889,551,0,1,0,3,6,0,352,2,0,0,79000
RL,10762,Lvl,Corner,SawyerW,TwnhsE,6,1980,1980,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,626,626,GasA,1,626,591,0,1,1,3,6,1,288,2,0,28,120000
RL,8880,Lvl,Inside,SawyerW,1Fam,7,1994,2002,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,253,948,GasA,1,1222,888,1,2,1,4,8,2,463,2,0,130,205000
RL,10400,Lvl,Inside,NWAmes,1Fam,7,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,102.0,3,CBlock,916,1845,GasA,1,1872,0,0,2,0,3,6,1,604,2,197,39,241500
RM,9142,Lvl,Inside,OldTown,2fmCon,6,1910,1950,Gable,CompShg,AsbShng,AsbShng,0.0,3,Stone,1020,1020,GasA,0,908,1020,0,2,0,2,9,0,440,2,0,60,137000
RL,11310,Lvl,Inside,NAmes,1Fam,6,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,0.0,3,CBlock,1367,1367,GasA,1,1375,0,0,1,0,3,5,1,451,2,0,30,140000
RL,11317,Lvl,Inside,CollgCr,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,101.0,4,PConc,840,840,GasA,1,840,828,0,2,1,4,8,0,500,2,144,68,180000
RL,159000,Low,CulDSac,ClearCr,1Fam,6,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,472.0,4,CBlock,747,1444,GasA,1,1444,700,0,2,0,4,7,2,389,2,0,98,277000
RL,5350,Lvl,Inside,BrkSide,1Fam,3,1940,1966,Gable,CompShg,Wd Sdng,Plywood,0.0,3,CBlock,728,728,GasA,1,1306,0,0,1,0,2,6,0,0,2,263,0,76500
RM,4750,HLS,Inside,Crawfor,TwnhsE,8,2006,2007,Hip,CompShg,VinylSd,VinylSd,481.0,4,PConc,0,1573,GasA,1,1625,0,1,2,0,4,5,1,538,2,123,0,235000
RL,8366,Lvl,Inside,SawyerW,1Fam,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,798,798,GasA,1,798,842,0,2,1,4,6,0,520,2,138,45,173000
RL,9350,Lvl,Inside,NAmes,1Fam,6,1964,1991,Hip,CompShg,HdBoard,HdBoard,108.0,3,CBlock,452,1302,GasA,1,1302,0,0,2,0,4,7,0,309,2,333,0,158000
RL,8400,Lvl,Inside,NAmes,1Fam,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,392,1314,GasA,1,1314,0,1,1,0,3,5,0,294,2,250,0,145000
RL,8738,Lvl,Inside,Gilbert,1Fam,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,302.0,4,PConc,975,975,GasA,1,1005,1286,0,2,1,4,8,1,429,2,192,0,230000
FV,8791,Lvl,Inside,Somerst,1Fam,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,361,864,GasA,1,864,864,0,2,1,4,7,0,673,2,216,56,207500
RL,8814,Lvl,Inside,CollgCr,1Fam,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,180.0,4,PConc,270,1604,GasA,1,1604,0,1,2,1,4,8,1,660,2,123,110,220000
RL,12435,Lvl,Inside,CollgCr,1Fam,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,172.0,4,PConc,602,963,GasA,1,963,829,0,2,1,4,7,1,564,2,0,96,231500
RM,12702,Lvl,Inside,OldTown,1Fam,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,0.0,3,PConc,0,0,GasA,1,882,0,0,1,0,3,4,0,308,2,0,45,97000
RL,19296,Lvl,Corner,NAmes,1Fam,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,399.0,3,CBlock,0,1362,GasA,1,1382,0,1,1,0,3,6,1,884,2,0,0,176000
RL,9588,Lvl,Inside,CollgCr,1Fam,8,2007,2007,Gable,CompShg,CemntBd,CmentBd,270.0,4,PConc,1482,1482,GasA,1,1482,1092,0,2,1,5,10,1,868,2,0,148,276000
